process,software,data item,data model,data format specification
business process integration,jupyter notebook,,,
training,jupyter notebook,,,
data validation,jupyter notebook,,,
semantic representation,jupyter notebook,,,
knowledge management,jupyter notebook,,,
link analysis,jupyter notebook,,,
calculation report,jupyter notebook,,,
information sharing,jupyter notebook,,,
context inference,jupyter notebook,,,
mission analysis,jupyter notebook,,,
creation,jupyter notebook,,,
resource description,jupyter notebook,,,
product design,jupyter notebook,,,
knowledge capture,jupyter notebook,,,
knowledge interaction,jupyter notebook,,,
authoring,jupyter notebook,,,
customer service,jupyter notebook,,,
manufacturing,jupyter notebook,,,
decision support,jupyter notebook,,,
workflow management,jupyter notebook,,,
knowledge classification,jupyter notebook,,,
inference,jupyter notebook,,,
detailed,jupyter notebook,,,
plm,jupyter notebook,,,
test report,jupyter notebook,,,
information clustering,jupyter notebook,,,
knowledge exploration,jupyter notebook,,,
processing,jupyter notebook,,,
knowledge engineering,jupyter notebook,,,
certification,jupyter notebook,,,
design space visualization,jupyter notebook,,,
information classification,jupyter notebook,,,
review,jupyter notebook,,,
knowledge based engineering,jupyter notebook,,,
nation decision,jupyter notebook,,,
design blueprint,jupyter notebook,,,
development,jupyter notebook,,,
system integration,jupyter notebook,,,
life cycle simulation,jupyter notebook,,,
analyzing,jupyter notebook,,,
disciplinary analysis,jupyter notebook,,,
system arch,jupyter notebook,,,
preliminary design,jupyter notebook,,,
information push,jupyter notebook,,,
information search,jupyter notebook,,,
knowledge base building,jupyter notebook,,,
detailed design,jupyter notebook,,,
processe data,jupyter notebook,,,
archive,jupyter notebook,,,
manufacture,jupyter notebook,,,
data visualization,jupyter notebook,,,
optimization,jupyter notebook,,,
configuration management,jupyter notebook,,,
access product design data,jupyter notebook,,,
knowledge storage,jupyter notebook,,,
data storage,jupyter notebook,,,
design,jupyter notebook,,,
evaluation,jupyter notebook,,,
system design,jupyter notebook,,,
product data management,jupyter notebook,,,
,jupyter notebook,word doc,,
,jupyter notebook,external web page,,
,jupyter notebook,system definition,,
,jupyter notebook,design parts,,
,jupyter notebook,knowledge graph,,
,jupyter notebook,documents,,
,jupyter notebook,taxonomy,,
,jupyter notebook,business logic,,
,jupyter notebook,cad representation,,
,jupyter notebook,forms,,
,jupyter notebook,sysml model,,
,jupyter notebook,object definitions,,
,jupyter notebook,metadata,,
,jupyter notebook,knowledge base,,
,jupyter notebook,tools needed,,
,jupyter notebook,description,,
,jupyter notebook,cad,,
,jupyter notebook,tooling parts,,
,jupyter notebook,material,,
,jupyter notebook,video,,
,jupyter notebook,section description,,
,jupyter notebook,manufacturing method,,
,jupyter notebook,process definitions,,
,jupyter notebook,,rds,
,jupyter notebook,,owl-ql,
,jupyter notebook,,python,
,jupyter notebook,,cypher,
,jupyter notebook,,dtad,
,jupyter notebook,,sysml,
,jupyter notebook,,sql,
,jupyter notebook,,xml-schema-definition,
,jupyter notebook,,owl dl,
,jupyter notebook,,cco,
,jupyter notebook,,sysml ,
,jupyter notebook,,sparql,
,jupyter notebook,,xquery,
,jupyter notebook,,express,
,jupyter notebook,,,mov
,jupyter notebook,,,rdf
,jupyter notebook,,,ms excel
,jupyter notebook,,,xml
,jupyter notebook,,,database
,jupyter notebook,,,owl
,jupyter notebook,,,ms word
,jupyter notebook,,,direct api
,jupyter notebook,,,pdf
,jupyter notebook,,,stl
,jupyter notebook,,,step
,jupyter notebook,,,json
,jupyter notebook,,,add
concept design,janus,,,
engine analysis,janus,,,
product support,janus,,,
analysis,janus,,,
express ontology,janus,,,
feature processing,janus,,,
system specification,janus,,,
convert file formats,janus,,,
system synthesis,janus,,,
flight test report,janus,,,
ground test,janus,,,
business process integration,janus,,,
training,janus,,,
data validation,janus,,,
semantic representation,janus,,,
acquisition,janus,,,
knowledge management,janus,,,
link analysis,janus,,,
calculation report,janus,,,
knowledge systematisation,janus,,,
information sharing,janus,,,
context inference,janus,,,
mission analysis,janus,,,
creation,janus,,,
resource description,janus,,,
product design,janus,,,
knowledge capture,janus,,,
share documents,janus,,,
knowledge interaction,janus,,,
check,janus,,,
manufacturing,janus,,,
enterprise resource planning,janus,,,
decision support,janus,,,
system identification,janus,,,
inference,janus,,,
plm,janus,,,
test report,janus,,,
reasoning,janus,,,
alm,janus,,,
processing,janus,,,
knowledge engineering,janus,,,
review,janus,,,
knowledge based engineering,janus,,,
product verification,janus,,,
flight test,janus,,,
nation decision,janus,,,
development,janus,,,
system integration,janus,,,
analyzing,janus,,,
ontological engineering,janus,,,
disciplinary analysis,janus,,,
system arch,janus,,,
information search,janus,,,
knowledge base building,janus,,,
conceptual modelling,janus,,,
processe data,janus,,,
manufacture,janus,,,
configuration management,janus,,,
access product design data,janus,,,
knowledge storage,janus,,,
data storage,janus,,,
design,janus,,,
evaluation,janus,,,
system design,janus,,,
product data management,janus,,,
project planning,janus,,,
,janus,word doc,,
,janus,explicit geometry,,
,janus,system definition,,
,janus,design parts,,
,janus,knowledge graph,,
,janus,documents,,
,janus,taxonomy,,
,janus,business logic,,
,janus,cad representation,,
,janus,forms,,
,janus,object definitions,,
,janus,knowledge base,,
,janus,tools needed,,
,janus,word processor documents,,
,janus,description,,
,janus,ontology,,
,janus,cad,,
,janus,section description,,
,janus,manufacturing method,,
,janus,process definitions,,
,janus,,rds,
,janus,,owl-ql,
,janus,,uml,
,janus,,python,
,janus,,cypher,
,janus,,aerospace ontology,
,janus,,sql,
,janus,,xml-schema-definition,
,janus,,owl dl,
,janus,,cco,
,janus,,nasa taxonomy,
,janus,,sparql,
,janus,,express,
,janus,,,mov
,janus,,,rdf
,janus,,,ms excel
,janus,,,xml
,janus,,,database
,janus,,,html
,janus,,,owl
,janus,,,ms word
,janus,,,direct api
,janus,,,pdf
,janus,,,stl
,janus,,,step
,janus,,,add
multidisciplinary modeling,syndeia,,,
concept design,syndeia,,,
engine analysis,syndeia,,,
product support,syndeia,,,
analysis,syndeia,,,
express ontology,syndeia,,,
feature processing,syndeia,,,
system specification,syndeia,,,
tooling development,syndeia,,,
flight test report,syndeia,,,
business process integration,syndeia,,,
training,syndeia,,,
data validation,syndeia,,,
semantic representation,syndeia,,,
knowledge management,syndeia,,,
link analysis,syndeia,,,
calculation report,syndeia,,,
automated reasoning,syndeia,,,
general assembly,syndeia,,,
manufacturing preparation,syndeia,,,
information sharing,syndeia,,,
context inference,syndeia,,,
mission analysis,syndeia,,,
creation,syndeia,,,
resource description,syndeia,,,
product design,syndeia,,,
knowledge capture,syndeia,,,
share documents,syndeia,,,
failure,syndeia,,,
knowledge interaction,syndeia,,,
authoring,syndeia,,,
check,syndeia,,,
customer service,syndeia,,,
manufacturing,syndeia,,,
enterprise resource planning,syndeia,,,
decision support,syndeia,,,
system identification,syndeia,,,
ontology modeling,syndeia,,,
workflow management,syndeia,,,
knowledge classification,syndeia,,,
inference,syndeia,,,
detailed,syndeia,,,
plm,syndeia,,,
test report,syndeia,,,
information clustering,syndeia,,,
reasoning,syndeia,,,
alm,syndeia,,,
processing,syndeia,,,
knowledge discovery,syndeia,,,
structural solver,syndeia,,,
knowledge engineering,syndeia,,,
certification,syndeia,,,
design space visualization,syndeia,,,
information classification,syndeia,,,
review,syndeia,,,
knowledge based engineering,syndeia,,,
product verification,syndeia,,,
flight test,syndeia,,,
nation decision,syndeia,,,
design blueprint,syndeia,,,
development,syndeia,,,
system integration,syndeia,,,
life cycle simulation,syndeia,,,
analyzing,syndeia,,,
disciplinary analysis,syndeia,,,
scheduling,syndeia,,,
system arch,syndeia,,,
preliminary design,syndeia,,,
information push,syndeia,,,
information search,syndeia,,,
knowledge base building,syndeia,,,
detailed design,syndeia,,,
processe data,syndeia,,,
archive,syndeia,,,
wf execution,syndeia,,,
manufacture,syndeia,,,
data visualization,syndeia,,,
dissemination,syndeia,,,
optimization,syndeia,,,
configuration management,syndeia,,,
access product design data,syndeia,,,
knowledge storage,syndeia,,,
data storage,syndeia,,,
design,syndeia,,,
evaluation,syndeia,,,
failure management,syndeia,,,
system design,syndeia,,,
product data management,syndeia,,,
project planning,syndeia,,,
,syndeia,word doc,,
,syndeia,external web page,,
,syndeia,explicit geometry,,
,syndeia,system definition,,
,syndeia,design parts,,
,syndeia,implicit geometry,,
,syndeia,knowledge graph,,
,syndeia,documents,,
,syndeia,measurement data,,
,syndeia,taxonomy,,
,syndeia,business logic,,
,syndeia,bom,,
,syndeia,image,,
,syndeia,cad representation,,
,syndeia,forms,,
,syndeia,sysml model,,
,syndeia,object definitions,,
,syndeia,metadata,,
,syndeia,knowledge base,,
,syndeia,tools needed,,
,syndeia,cfd simulation data,,
,syndeia,description,,
,syndeia,ontology,,
,syndeia,cad,,
,syndeia,tooling parts,,
,syndeia,cfd code,,
,syndeia,material,,
,syndeia,video,,
,syndeia,section description,,
,syndeia,pdf files,,
,syndeia,manufacturing method,,
,syndeia,process definitions,,
,syndeia,,rds,
,syndeia,,owl-ql,
,syndeia,,uml,
,syndeia,,cypher,
,syndeia,,dtad,
,syndeia,,sysml,
,syndeia,,topic maps,
,syndeia,,bond graphs,
,syndeia,,aerospace ontology,
,syndeia,,sql,
,syndeia,,xml-schema-definition,
,syndeia,,owl dl,
,syndeia,,cco,
,syndeia,,sysml ,
,syndeia,,sparql,
,syndeia,,xquery,
,syndeia,,express,
,syndeia,,,soap
,syndeia,,,ad_asm
,syndeia,,,mov
,syndeia,,,rdf
,syndeia,,,ms excel
,syndeia,,,xml
,syndeia,,,database
,syndeia,,,html
,syndeia,,,owl
,syndeia,,,ms word
,syndeia,,,direct api
,syndeia,,,pdf
,syndeia,,,stl
,syndeia,,,step
,syndeia,,,json
,syndeia,,,add
multidisciplinary modeling,proteus,,,
concept design,proteus,,,
solving,proteus,,,
engine analysis,proteus,,,
product support,proteus,,,
analysis,proteus,,,
express ontology,proteus,,,
system specification,proteus,,,
system synthesis,proteus,,,
ground test,proteus,,,
business process integration,proteus,,,
data validation,proteus,,,
semantic representation,proteus,,,
knowledge management,proteus,,,
link analysis,proteus,,,
calculation report,proteus,,,
general assembly,proteus,,,
information sharing,proteus,,,
mdo process formulation,proteus,,,
mission analysis,proteus,,,
creation,proteus,,,
resource description,proteus,,,
product design,proteus,,,
knowledge interaction,proteus,,,
check,proteus,,,
customer service,proteus,,,
manufacturing,proteus,,,
decision support,proteus,,,
system identification,proteus,,,
ontology modeling,proteus,,,
workflow management,proteus,,,
detailed,proteus,,,
test report,proteus,,,
knowledge exploration,proteus,,,
alm,proteus,,,
structural solver,proteus,,,
knowledge engineering,proteus,,,
certification,proteus,,,
design space visualization,proteus,,,
generate fem model,proteus,,,
knowledge based engineering,proteus,,,
product verification,proteus,,,
flight test,proteus,,,
nation decision,proteus,,,
design blueprint,proteus,,,
development,proteus,,,
problem solving,proteus,,,
system integration,proteus,,,
mdao,proteus,,,
disciplinary analysis,proteus,,,
system arch,proteus,,,
preliminary design,proteus,,,
information search,proteus,,,
knowledge base building,proteus,,,
detailed design,proteus,,,
processe data,proteus,,,
system architecting,proteus,,,
wf execution,proteus,,,
manufacture,proteus,,,
data visualization,proteus,,,
optimization,proteus,,,
configuration management,proteus,,,
access product design data,proteus,,,
knowledge storage,proteus,,,
data storage,proteus,,,
design,proteus,,,
evaluation,proteus,,,
system design,proteus,,,
product data management,proteus,,,
,proteus,explicit geometry,,
,proteus,system definition,,
,proteus,design parts,,
,proteus,knowledge graph,,
,proteus,business logic,,
,proteus,bom,,
,proteus,quantity,,
,proteus,cad representation,,
,proteus,forms,,
,proteus,sysml model,,
,proteus,object definitions,,
,proteus,metadata,,
,proteus,knowledge base,,
,proteus,tools needed,,
,proteus,cfd simulation data,,
,proteus,description,,
,proteus,ontology,,
,proteus,cad,,
,proteus,cfd code,,
,proteus,material,,
,proteus,section description,,
,proteus,pdf files,,
,proteus,manufacturing method,,
,proteus,process definitions,,
,proteus,,rds,
,proteus,,kadmos,
,proteus,,mdax,
,proteus,,cmdows,
,proteus,,python,
,proteus,,sysml,
,proteus,,aerospace ontology,
,proteus,,xml-schema-definition,
,proteus,,rvf,
,proteus,,owl dl,
,proteus,,cco,
,proteus,,sysml ,
,proteus,,express,
,proteus,,,mov
,proteus,,,xml
,proteus,,,database
,proteus,,,cpacs
,proteus,,,owl
,proteus,,,direct api
,proteus,,,pdf
,proteus,,,stl
,proteus,,,step
,proteus,,,json
,proteus,,,add
flight-test preparation,sas,,,
semantic information transferring,sas,,,
multidisciplinary modeling,sas,,,
multimedia document processing,sas,,,
issue tc pc ac certification,sas,,,
concept design,sas,,,
solving,sas,,,
engine analysis,sas,,,
product support,sas,,,
analysis,sas,,,
accessory manufacture,sas,,,
express ontology,sas,,,
feature processing,sas,,,
system specification,sas,,,
convert file formats,sas,,,
system synthesis,sas,,,
tooling development,sas,,,
flight test report,sas,,,
ground test,sas,,,
business process integration,sas,,,
training,sas,,,
physical sensing,sas,,,
data validation,sas,,,
semantic representation,sas,,,
acquisition,sas,,,
knowledge management,sas,,,
link analysis,sas,,,
calculation report,sas,,,
automated reasoning,sas,,,
general assembly,sas,,,
manufacturing preparation,sas,,,
information sharing,sas,,,
mdo process formulation,sas,,,
context inference,sas,,,
wide body transports,sas,,,
mission analysis,sas,,,
creation,sas,,,
resource description,sas,,,
product design,sas,,,
knowledge capture,sas,,,
share documents,sas,,,
descriptive information generation,sas,,,
failure,sas,,,
knowledge interaction,sas,,,
authoring,sas,,,
check,sas,,,
customer service,sas,,,
manufacturing,sas,,,
enterprise resource planning,sas,,,
recycling,sas,,,
decision support,sas,,,
system identification,sas,,,
ontology modeling,sas,,,
workflow management,sas,,,
knowledge classification,sas,,,
inference,sas,,,
detailed,sas,,,
plm,sas,,,
test report,sas,,,
information clustering,sas,,,
summarizing,sas,,,
software interlinking,sas,,,
reasoning,sas,,,
knowledge exploration,sas,,,
alm,sas,,,
processing,sas,,,
knowledge discovery,sas,,,
structural solver,sas,,,
knowledge engineering,sas,,,
certification,sas,,,
design space visualization,sas,,,
information classification,sas,,,
generate fem model,sas,,,
review,sas,,,
knowledge based engineering,sas,,,
product verification,sas,,,
flight test,sas,,,
semantic lexicon,sas,,,
nation decision,sas,,,
design blueprint,sas,,,
development,sas,,,
design concepts formalization,sas,,,
problem solving,sas,,,
system integration,sas,,,
life cycle simulation,sas,,,
mdao,sas,,,
analyzing,sas,,,
ontological engineering,sas,,,
disciplinary analysis,sas,,,
scheduling,sas,,,
system arch,sas,,,
preliminary design,sas,,,
information push,sas,,,
information search,sas,,,
navigation,sas,,,
knowledge base building,sas,,,
detailed design,sas,,,
conceptual modelling,sas,,,
airworthiness test,sas,,,
processe data,sas,,,
archive,sas,,,
system architecting,sas,,,
wf execution,sas,,,
manufacture,sas,,,
data visualization,sas,,,
dissemination,sas,,,
activity profiling,sas,,,
optimization,sas,,,
configuration management,sas,,,
access product design data,sas,,,
knowledge storage,sas,,,
interest profiling,sas,,,
data storage,sas,,,
design,sas,,,
evaluation,sas,,,
failure management,sas,,,
system design,sas,,,
product data management,sas,,,
project planning,sas,,,
,sas,word doc,,
,sas,animation,,
,sas,external web page,,
,sas,explicit geometry,,
,sas,freebase,,
,sas,animations,,
,sas,system definition,,
,sas,design parts,,
,sas,implicit geometry,,
,sas,knowledge graph,,
,sas,documents,,
,sas,measurement data,,
,sas,assemblies,,
,sas,taxonomy,,
,sas,business logic,,
,sas,bom,,
,sas,image,,
,sas,quantity,,
,sas,cad representation,,
,sas,forms,,
,sas,sysml model,,
,sas,object definitions,,
,sas,metadata,,
,sas,knowledge base,,
,sas,tools needed,,
,sas,word processor documents,,
,sas,cfd simulation data,,
,sas,audio,,
,sas,difficulty,,
,sas,description,,
,sas,mind map,,
,sas,live video,,
,sas,capp,,
,sas,ontology,,
,sas,cad,,
,sas,tooling parts,,
,sas,cfd code,,
,sas,material,,
,sas,video,,
,sas,section description,,
,sas,point clouds,,
,sas,pdf files,,
,sas,manufacturing method,,
,sas,lexical data,,
,sas,process definitions,,
,sas,images,,
,sas,,rds,
,sas,,kadmos,
,sas,,codex,
,sas,,nosql,
,sas,,cmdows,
,sas,,orbital space environment domain ontology,
,sas,,owl-ql,
,sas,,uml,
,sas,,python,
,sas,,sysml,
,sas,,topic maps,
,sas,,openvsp,
,sas,,bond graphs,
,sas,,aerospace ontology,
,sas,,vba,
,sas,,sql,
,sas,,xml-schema-definition,
,sas,,airspace system ontology,
,sas,,owl dl,
,sas,,cco,
,sas,,wordnet,
,sas,,sysml ,
,sas,,nasa taxonomy,
,sas,,sparql,
,sas,,xquery,
,sas,,express,
,sas,,bfo,
,sas,,addam,
,sas,,,soap
,sas,,,acis
,sas,,,wav
,sas,,,ad_asm
,sas,,,jpeg
,sas,,,flash
,sas,,,mov
,sas,,,csv
,sas,,,dwg
,sas,,,gif
,sas,,,vrml
,sas,,,rdf
,sas,,,mpeg
,sas,,,wmv
,sas,,,ms excel
,sas,,,xml
,sas,,,ad_prt
,sas,,,iges
,sas,,,database
,sas,,,cpacs
,sas,,,html
,sas,,,owl
,sas,,,postscript
,sas,,,jpgs
,sas,,,txt
,sas,,,ms word
,sas,,,parasolid
,sas,,,wrp
,sas,,,dxf
,sas,,,direct api
,sas,,,pdf
,sas,,,flat file
,sas,,,tiff
,sas,,,dwf
,sas,,,jpg
,sas,,,stl
,sas,,,step
,sas,,,json
,sas,,,png
,sas,,,igs
,sas,,,add
multidisciplinary modeling,prado,,,
concept design,prado,,,
solving,prado,,,
engine analysis,prado,,,
product support,prado,,,
analysis,prado,,,
express ontology,prado,,,
feature processing,prado,,,
system specification,prado,,,
convert file formats,prado,,,
system synthesis,prado,,,
flight test report,prado,,,
ground test,prado,,,
business process integration,prado,,,
training,prado,,,
data validation,prado,,,
semantic representation,prado,,,
acquisition,prado,,,
knowledge management,prado,,,
link analysis,prado,,,
calculation report,prado,,,
automated reasoning,prado,,,
general assembly,prado,,,
information sharing,prado,,,
mdo process formulation,prado,,,
context inference,prado,,,
wide body transports,prado,,,
mission analysis,prado,,,
creation,prado,,,
resource description,prado,,,
product design,prado,,,
knowledge capture,prado,,,
share documents,prado,,,
failure,prado,,,
knowledge interaction,prado,,,
check,prado,,,
customer service,prado,,,
manufacturing,prado,,,
decision support,prado,,,
system identification,prado,,,
workflow management,prado,,,
knowledge classification,prado,,,
inference,prado,,,
detailed,prado,,,
plm,prado,,,
test report,prado,,,
reasoning,prado,,,
knowledge exploration,prado,,,
alm,prado,,,
processing,prado,,,
knowledge discovery,prado,,,
structural solver,prado,,,
knowledge engineering,prado,,,
design space visualization,prado,,,
information classification,prado,,,
generate fem model,prado,,,
review,prado,,,
knowledge based engineering,prado,,,
product verification,prado,,,
flight test,prado,,,
nation decision,prado,,,
design blueprint,prado,,,
development,prado,,,
design concepts formalization,prado,,,
problem solving,prado,,,
system integration,prado,,,
life cycle simulation,prado,,,
mdao,prado,,,
analyzing,prado,,,
disciplinary analysis,prado,,,
scheduling,prado,,,
system arch,prado,,,
preliminary design,prado,,,
information push,prado,,,
information search,prado,,,
knowledge base building,prado,,,
detailed design,prado,,,
conceptual modelling,prado,,,
processe data,prado,,,
wf execution,prado,,,
manufacture,prado,,,
data visualization,prado,,,
optimization,prado,,,
configuration management,prado,,,
access product design data,prado,,,
knowledge storage,prado,,,
data storage,prado,,,
design,prado,,,
evaluation,prado,,,
failure management,prado,,,
system design,prado,,,
product data management,prado,,,
project planning,prado,,,
,prado,word doc,,
,prado,external web page,,
,prado,explicit geometry,,
,prado,system definition,,
,prado,design parts,,
,prado,implicit geometry,,
,prado,knowledge graph,,
,prado,documents,,
,prado,measurement data,,
,prado,business logic,,
,prado,bom,,
,prado,image,,
,prado,quantity,,
,prado,cad representation,,
,prado,forms,,
,prado,object definitions,,
,prado,metadata,,
,prado,knowledge base,,
,prado,tools needed,,
,prado,cfd simulation data,,
,prado,difficulty,,
,prado,description,,
,prado,mind map,,
,prado,ontology,,
,prado,cad,,
,prado,cfd code,,
,prado,material,,
,prado,section description,,
,prado,manufacturing method,,
,prado,process definitions,,
,prado,images,,
,prado,,rds,
,prado,,nosql,
,prado,,vampzero,
,prado,,owl-ql,
,prado,,python,
,prado,,topic maps,
,prado,,openvsp,
,prado,,aerospace ontology,
,prado,,vba,
,prado,,sql,
,prado,,xml-schema-definition,
,prado,,owl dl,
,prado,,cco,
,prado,,express,
,prado,,,wav
,prado,,,mov
,prado,,,ms excel
,prado,,,xml
,prado,,,iges
,prado,,,database
,prado,,,cpacs
,prado,,,html
,prado,,,owl
,prado,,,ms word
,prado,,,direct api
,prado,,,flat file
,prado,,,tiff
,prado,,,stl
,prado,,,step
,prado,,,json
,prado,,,add
flight-test preparation,aaa,,,
semantic information transferring,aaa,,,
multidisciplinary modeling,aaa,,,
multimedia document processing,aaa,,,
issue tc pc ac certification,aaa,,,
concept design,aaa,,,
solving,aaa,,,
engine analysis,aaa,,,
product support,aaa,,,
analysis,aaa,,,
express ontology,aaa,,,
feature processing,aaa,,,
system specification,aaa,,,
convert file formats,aaa,,,
system synthesis,aaa,,,
tooling development,aaa,,,
flight test report,aaa,,,
ground test,aaa,,,
business process integration,aaa,,,
training,aaa,,,
physical sensing,aaa,,,
data validation,aaa,,,
semantic representation,aaa,,,
acquisition,aaa,,,
knowledge management,aaa,,,
link analysis,aaa,,,
calculation report,aaa,,,
automated reasoning,aaa,,,
knowledge systematisation,aaa,,,
general assembly,aaa,,,
manufacturing preparation,aaa,,,
information sharing,aaa,,,
mdo process formulation,aaa,,,
context inference,aaa,,,
wide body transports,aaa,,,
mission analysis,aaa,,,
creation,aaa,,,
resource description,aaa,,,
product design,aaa,,,
knowledge capture,aaa,,,
share documents,aaa,,,
descriptive information generation,aaa,,,
failure,aaa,,,
knowledge interaction,aaa,,,
authoring,aaa,,,
check,aaa,,,
customer service,aaa,,,
manufacturing,aaa,,,
enterprise resource planning,aaa,,,
decision support,aaa,,,
system identification,aaa,,,
crawling,aaa,,,
ontology modeling,aaa,,,
workflow management,aaa,,,
knowledge classification,aaa,,,
inference,aaa,,,
detailed,aaa,,,
plm,aaa,,,
test report,aaa,,,
information clustering,aaa,,,
summarizing,aaa,,,
reasoning,aaa,,,
knowledge exploration,aaa,,,
alm,aaa,,,
processing,aaa,,,
knowledge discovery,aaa,,,
structural solver,aaa,,,
knowledge engineering,aaa,,,
certification,aaa,,,
design space visualization,aaa,,,
information classification,aaa,,,
generate fem model,aaa,,,
review,aaa,,,
knowledge based engineering,aaa,,,
product verification,aaa,,,
flight test,aaa,,,
semantic lexicon,aaa,,,
nation decision,aaa,,,
design blueprint,aaa,,,
development,aaa,,,
design concepts formalization,aaa,,,
problem solving,aaa,,,
system integration,aaa,,,
life cycle simulation,aaa,,,
mdao,aaa,,,
analyzing,aaa,,,
ontological engineering,aaa,,,
disciplinary analysis,aaa,,,
scheduling,aaa,,,
system arch,aaa,,,
preliminary design,aaa,,,
information push,aaa,,,
information search,aaa,,,
navigation,aaa,,,
knowledge base building,aaa,,,
detailed design,aaa,,,
conceptual modelling,aaa,,,
airworthiness test,aaa,,,
processe data,aaa,,,
archive,aaa,,,
system architecting,aaa,,,
wf execution,aaa,,,
manufacture,aaa,,,
data visualization,aaa,,,
dissemination,aaa,,,
activity profiling,aaa,,,
optimization,aaa,,,
configuration management,aaa,,,
access product design data,aaa,,,
knowledge storage,aaa,,,
interest profiling,aaa,,,
data storage,aaa,,,
design,aaa,,,
evaluation,aaa,,,
failure management,aaa,,,
system design,aaa,,,
product data management,aaa,,,
project planning,aaa,,,
,aaa,word doc,,
,aaa,animation,,
,aaa,external web page,,
,aaa,explicit geometry,,
,aaa,freebase,,
,aaa,system definition,,
,aaa,design parts,,
,aaa,implicit geometry,,
,aaa,knowledge graph,,
,aaa,documents,,
,aaa,measurement data,,
,aaa,assemblies,,
,aaa,taxonomy,,
,aaa,business logic,,
,aaa,bom,,
,aaa,image,,
,aaa,quantity,,
,aaa,cad representation,,
,aaa,forms,,
,aaa,sysml model,,
,aaa,object definitions,,
,aaa,metadata,,
,aaa,ikewiki,,
,aaa,knowledge base,,
,aaa,tools needed,,
,aaa,word processor documents,,
,aaa,cfd simulation data,,
,aaa,audio,,
,aaa,difficulty,,
,aaa,description,,
,aaa,mind map,,
,aaa,babelnet,,
,aaa,live video,,
,aaa,capp,,
,aaa,ontology,,
,aaa,cad,,
,aaa,tooling parts,,
,aaa,cfd code,,
,aaa,material,,
,aaa,video,,
,aaa,section description,,
,aaa,point clouds,,
,aaa,pdf files,,
,aaa,manufacturing method,,
,aaa,lexical data,,
,aaa,process definitions,,
,aaa,images,,
,aaa,,rds,
,aaa,,kadmos,
,aaa,,nosql,
,aaa,,cmdows,
,aaa,,vampzero,
,aaa,,owl-ql,
,aaa,,uml,
,aaa,,python,
,aaa,,cypher,
,aaa,,sysml,
,aaa,,topic maps,
,aaa,,openvsp,
,aaa,,bond graphs,
,aaa,,aerospace ontology,
,aaa,,vba,
,aaa,,sql,
,aaa,,xml-schema-definition,
,aaa,,postgresql,
,aaa,,airspace system ontology,
,aaa,,owl dl,
,aaa,,cco,
,aaa,,wordnet,
,aaa,,sysml ,
,aaa,,nasa taxonomy,
,aaa,,sparql,
,aaa,,express,
,aaa,,bfo,
,aaa,,,acis
,aaa,,,wav
,aaa,,,ad_asm
,aaa,,,jpeg
,aaa,,,flash
,aaa,,,mov
,aaa,,,csv
,aaa,,,dwg
,aaa,,,gif
,aaa,,,vrml
,aaa,,,rdf
,aaa,,,mpeg
,aaa,,,ms excel
,aaa,,,xml
,aaa,,,ad_prt
,aaa,,,iges
,aaa,,,database
,aaa,,,cpacs
,aaa,,,html
,aaa,,,owl
,aaa,,,txt
,aaa,,,ms word
,aaa,,,dxf
,aaa,,,direct api
,aaa,,,pdf
,aaa,,,flat file
,aaa,,,tiff
,aaa,,,dwf
,aaa,,,jpg
,aaa,,,stl
,aaa,,,step
,aaa,,,json
,aaa,,,png
,aaa,,,igs
,aaa,,,add
flight-test preparation, engineering java programming,,,
semantic information transferring, engineering java programming,,,
multidisciplinary modeling, engineering java programming,,,
multimedia document processing, engineering java programming,,,
issue tc pc ac certification, engineering java programming,,,
concept design, engineering java programming,,,
solving, engineering java programming,,,
engine analysis, engineering java programming,,,
product support, engineering java programming,,,
analysis, engineering java programming,,,
express ontology, engineering java programming,,,
feature processing, engineering java programming,,,
system specification, engineering java programming,,,
convert file formats, engineering java programming,,,
system synthesis, engineering java programming,,,
tooling development, engineering java programming,,,
flight test report, engineering java programming,,,
ground test, engineering java programming,,,
business process integration, engineering java programming,,,
training, engineering java programming,,,
physical sensing, engineering java programming,,,
data validation, engineering java programming,,,
semantic representation, engineering java programming,,,
acquisition, engineering java programming,,,
knowledge management, engineering java programming,,,
link analysis, engineering java programming,,,
calculation report, engineering java programming,,,
automated reasoning, engineering java programming,,,
knowledge systematisation, engineering java programming,,,
general assembly, engineering java programming,,,
manufacturing preparation, engineering java programming,,,
information sharing, engineering java programming,,,
mdo process formulation, engineering java programming,,,
context inference, engineering java programming,,,
wide body transports, engineering java programming,,,
mission analysis, engineering java programming,,,
creation, engineering java programming,,,
resource description, engineering java programming,,,
product design, engineering java programming,,,
knowledge capture, engineering java programming,,,
share documents, engineering java programming,,,
descriptive information generation, engineering java programming,,,
failure, engineering java programming,,,
knowledge interaction, engineering java programming,,,
authoring, engineering java programming,,,
check, engineering java programming,,,
customer service, engineering java programming,,,
manufacturing, engineering java programming,,,
enterprise resource planning, engineering java programming,,,
recycling, engineering java programming,,,
decision support, engineering java programming,,,
system identification, engineering java programming,,,
crawling, engineering java programming,,,
ontology modeling, engineering java programming,,,
workflow management, engineering java programming,,,
knowledge classification, engineering java programming,,,
inference, engineering java programming,,,
detailed, engineering java programming,,,
plm, engineering java programming,,,
test report, engineering java programming,,,
information clustering, engineering java programming,,,
summarizing, engineering java programming,,,
software interlinking, engineering java programming,,,
